Time,Code,N,WL,WW,WA,BM,BL,ED
2021-7-12,3-081-211,1748,3.1053,1.0452,2.2909,0.6263,2.4,0.9
2021-7-12,3-081-212,1752,3.0658,1.0629,2.2663,0.6263,2.4,0.9
2021-7-12,3-081-221,1100,1.6439,0.8584,1.1219,0.6263,2.4,0.9
2021-7-12,3-081-222,1098,1.631,0.8741,1.1161,0.6263,2.4,0.9
2021-7-12,3-082-111,1547,2.7197,0.9676,1.858,0.4906,2,0.8
2021-7-12,3-082-112,1605,2.796,0.9675,1.8773,0.4906,2,0.8
2021-7-12,3-082-121,1001,1.503,0.7967,0.9094,0.4906,2,0.8
2021-7-12,3-082-122,986,1.4592,0.8009,0.8776,0.4906,2,0.8
2021-7-12,3-083-211,1696,2.9543,1.0007,2.1896,0.5541,2.2,0.9
2021-7-12,3-083-212,1693,3.0327,1.0209,2.1976,0.5541,2.2,0.9
2021-7-12,3-083-221,1107,1.6366,0.8848,1.1267,0.5541,2.2,0.9
2021-7-12,3-083-222,1085,1.6376,0.8838,1.1499,0.5541,2.2,0.9
2021-7-12,3-084-211,1768,3.1611,1.0806,2.4392,0.7249,2.4,0.9
2021-7-12,3-084-212,1793,3.1487,1.0695,2.4462,0.7249,2.4,0.9
2021-7-12,3-084-221,1149,1.7132,0.9497,1.2586,0.7249,2.4,0.9
2021-7-12,3-084-222,1139,1.7126,0.9152,1.2539,0.7249,2.4,0.9
2021-7-12,3-085-211,1679,2.9824,1.0083,2.1604,0.6031,2.2,0.9
2021-7-12,3-085-212,1677,2.9405,1.0044,2.1563,0.6031,2.2,0.9
2021-7-12,3-085-221,1110,1.6095,0.8475,1.0834,0.6031,2.2,0.9
2021-7-12,3-085-222,1108,1.6116,0.8931,1.1144,0.6031,2.2,0.9
2021-7-12,3-086-211,1720,3.0069,1.0577,2.2747,0.7441,2.3,1
2021-7-12,3-086-212,1796,3.1067,1.0613,2.31,0.7441,2.3,1
2021-7-12,3-086-221,1097,1.6822,0.8807,1.146,0.7441,2.3,1
2021-7-12,3-086-222,1167,1.6974,0.8745,1.1591,0.7441,2.3,1
2021-7-12,3-087-211,1696,2.9782,1.0057,2.1461,0.6092,2.2,0.9
2021-7-12,3-087-212,1666,2.9395,0.9786,2.1123,0.6092,2.2,0.9
2021-7-12,3-087-221,1099,1.6132,0.9203,1.1338,0.6092,2.2,0.9
2021-7-12,3-087-222,1130,1.6314,0.8564,1.0662,0.6092,2.2,0.9
2021-7-12,3-088-111,1579,2.8336,0.9022,1.8781,0.5891,2,0.9
2021-7-12,3-088-112,1594,2.875,0.9259,1.9123,0.5891,2,0.9
2021-7-12,3-088-121,1036,1.5094,0.7975,0.9355,0.5891,2,0.9
2021-7-12,3-088-122,1023,1.5041,0.824,0.9565,0.5891,2,0.9
2021-7-12,3-089-111,1691,2.9263,1.0546,2.1818,0.5647,2.2,0.9
2021-7-12,3-089-112,1674,2.929,1.0402,2.1826,0.5647,2.2,0.9
2021-7-12,3-089-121,1096,1.5572,0.926,1.1396,0.5647,2.2,0.9
2021-7-12,3-089-122,1100,1.5767,0.8735,1.0969,0.5647,2.2,0.9
2021-7-12,3-090-211,1763,3.0104,1.0644,2.3043,0.7666,2.6,0.9
2021-7-12,3-090-212,1711,2.9939,1.0628,2.2724,0.7666,2.6,0.9
2021-7-12,3-090-221,1154,1.6892,0.9601,1.2778,0.7666,2.6,0.9
2021-7-12,3-090-222,1159,1.6982,0.94,1.2559,0.7666,2.6,0.9
2021-7-12,3-091-111,1665,2.8983,0.972,2.0607,0.548,2.1,0.9
2021-7-12,3-091-112,1704,2.9186,0.9846,2.0688,0.548,2.1,0.9
2021-7-12,3-091-121,1126,1.5731,0.868,1.0747,0.548,2.1,0.9
2021-7-12,3-091-122,1127,1.6104,0.9002,1.0871,0.548,2.1,0.9
2021-7-13,3-092-211,1688,2.949,1.0128,2.1506,0.4208,2.2,0.9
2021-7-13,3-092-212,1728,3.0024,1.0182,2.1478,0.4208,2.2,0.9
2021-7-13,3-092-221,1090,1.6109,0.8699,1.0938,0.4208,2.2,0.9
2021-7-13,3-092-222,1090,1.6129,0.8762,1.1095,0.4208,2.2,0.9
2021-7-13,3-093-211,1740,3.0828,1.0375,2.3067,0.5812,2.1,0.9
2021-7-13,3-093-212,1733,3.0436,1.0345,2.2755,0.5812,2.1,0.9
2021-7-13,3-093-221,1116,1.6766,0.8992,1.1792,0.5812,2.1,0.9
2021-7-13,3-093-222,1111,1.6215,0.9478,1.21,0.5812,2.1,0.9
2021-7-13,3-094-211,1714,3.0096,1.0429,2.2977,0.6972,2.1,0.9
2021-7-13,3-094-212,1719,3.0085,1.0383,2.2761,0.6972,2.1,0.9
2021-7-13,3-094-221,1127,1.6484,0.9219,1.1782,0.6972,2.1,0.9
2021-7-13,3-094-222,1117,1.6319,0.9254,1.1947,0.6972,2.1,0.9
2021-7-13,3-095-211,1689,2.9489,1.0313,2.2066,0.6621,2.2,1
2021-7-13,3-095-212,1703,2.9525,1.0463,2.2321,0.6621,2.2,1
2021-7-13,3-095-221,1156,1.6825,0.9173,1.2397,0.6621,2.2,1
2021-7-13,3-095-222,1108,1.6664,0.9144,1.1897,0.6621,2.2,1
2021-7-13,3-096-211,1741,3.0131,1.0483,2.2414,0.5913,2.1,0.9
2021-7-13,3-096-212,1710,2.9473,1.0418,2.2243,0.5913,2.1,0.9
2021-7-13,3-096-221,1105,1.6222,0.8906,1.1417,0.5913,2.1,0.9
2021-7-13,3-096-222,1112,1.6311,0.8826,1.1396,0.5913,2.1,0.9
2021-7-13,3-097-211,1661,2.9149,1.0354,2.2291,0.6318,2.3,0.9
2021-7-13,3-097-212,1691,2.925,1.0472,2.1957,0.6318,2.3,0.9
2021-7-13,3-097-221,1096,1.6442,0.8718,1.1334,0.6318,2.3,0.9
2021-7-13,3-097-222,1086,1.568,0.8959,1.1442,0.6318,2.3,0.9
2021-7-13,3-098-211,1816,3.135,1.0769,2.4504,0.7035,2.2,1
2021-7-13,3-098-212,1775,3.0488,1.0108,2.1789,0.7035,2.2,1
2021-7-13,3-098-221,1144,1.6892,0.9645,1.288,0.7035,2.2,1
2021-7-13,3-098-222,1162,1.7195,0.9654,1.2718,0.7035,2.2,1
2021-7-13,3-099-211,1581,2.8104,0.9639,1.949,0.5069,2.1,0.9
2021-7-13,3-099-212,1601,2.8033,0.9401,1.9388,0.5069,2.1,0.9
2021-7-13,3-099-221,1011,1.5295,0.8302,0.9726,0.5069,2.1,0.9
2021-7-13,3-099-222,1021,1.5538,0.814,0.9929,0.5069,2.1,0.9
2021-7-14,3-100-211,1694,2.9062,1.0014,2.1541,0.7397,2.4,0.9
2021-7-14,3-100-212,1736,3.0918,1.0464,2.3456,0.7397,2.4,0.9
2021-7-14,3-100-221,1143,1.6959,0.9187,1.1732,0.7397,2.4,0.9
2021-7-14,3-100-222,1123,1.6283,0.9303,1.1854,0.7397,2.4,0.9
2021-7-14,3-101-211,1702,3.0158,0.9997,2.1057,0.6218,2.3,0.8
2021-7-14,3-101-212,1627,2.8908,0.9823,2.0316,0.6218,2.3,0.8
2021-7-14,3-101-221,1067,1.6326,0.8718,1.0979,0.6218,2.3,0.8
2021-7-14,3-101-222,1085,1.6335,0.8321,1.0681,0.6218,2.3,0.8
2021-7-14,3-102-211,1708,2.9565,1.0674,2.2591,0.6471,2.3,0.8
2021-7-14,3-102-212,1718,2.9885,1.0646,2.2577,0.6471,2.3,0.8
2021-7-14,3-102-221,1083,1.6248,0.9114,1.117,0.6471,2.3,0.8
2021-7-14,3-102-222,1123,1.6516,0.8958,1.1528,0.6471,2.3,0.8
2021-7-14,3-103-111,1710,2.9484,1.038,2.2331,0.6182,2.2,0.9
2021-7-14,3-103-112,1687,2.9539,1.0342,2.236,0.6182,2.2,0.9
2021-7-14,3-103-121,1097,1.6385,0.9185,1.144,0.6182,2.2,0.9
2021-7-14,3-103-122,1097,1.613,0.9036,1.1622,0.6182,2.2,0.9
2021-7-14,3-104-211,1779,3.0086,1.0781,2.3255,0.6529,2.3,0.9
2021-7-14,3-104-212,1773,3.0196,1.0716,2.3065,0.6529,2.3,0.9
2021-7-14,3-104-221,1141,1.6866,0.945,1.241,0.6529,2.3,0.9
2021-7-14,3-104-222,1163,1.6422,0.9693,1.2837,0.6529,2.3,0.9
2021-7-14,3-105-211,1692,2.9667,1.0385,2.2172,0.7022,2.2,0.9
2021-7-14,3-105-212,1717,2.9945,1.0366,2.2089,0.7022,2.2,0.9
2021-7-14,3-105-221,1067,1.6164,0.9154,1.1301,0.7022,2.2,0.9
2021-7-14,3-105-222,1109,1.6329,0.9303,1.172,0.7022,2.2,0.9
2021-7-14,3-106-211,1756,3.0552,1.0806,2.3922,0.7599,2.3,1
2021-7-14,3-106-212,1767,3.0731,1.0682,2.3678,0.7599,2.3,1
2021-7-14,3-106-221,1139,1.6721,0.9521,1.2426,0.7599,2.3,1
2021-7-14,3-106-222,1145,1.704,0.9437,1.2625,0.7599,2.3,1
2021-7-16,3-107-211,1696,3.0193,0.9867,2.1214,0.5731,2.3,0.8
2021-7-16,3-107-212,1701,3.0169,1.0043,2.1356,0.5731,2.3,0.8
2021-7-16,3-107-221,1094,1.6187,0.9181,1.1472,0.5731,2.3,0.8
2021-7-16,3-107-222,1088,1.6177,0.9123,1.1526,0.5731,2.3,0.8
2021-7-16,3-108-211,1799,3.2366,1.0437,2.368,0.6858,2.6,0.9
2021-7-16,3-108-212,1771,3.1302,1.0462,2.334,0.6858,2.6,0.9
2021-7-16,3-108-221,1096,1.6792,0.8979,1.1544,0.6858,2.6,0.9
2021-7-16,3-108-222,1114,1.674,0.9032,1.1881,0.6858,2.6,0.9
2021-7-16,3-109-111,1604,2.8557,0.9676,1.9384,0.4471,2.3,0.8
2021-7-16,3-109-112,1642,2.8468,0.9717,1.9522,0.4471,2.3,0.8
2021-7-16,3-109-121,991,1.5267,0.7396,0.8433,0.4471,2.3,0.8
2021-7-16,3-109-122,1017,1.5225,0.8072,0.9319,0.4471,2.3,0.8
2021-7-16,3-110-111,1685,2.9721,1.0304,2.1237,0.5479,2.3,0.9
2021-7-16,3-110-112,1608,2.871,1.0036,2.0819,0.5479,2.3,0.9
2021-7-16,3-110-121,1068,1.5903,0.8795,1.1047,0.5479,2.3,0.9
2021-7-16,3-110-122,1047,1.6015,0.8727,1.093,0.5479,2.3,0.9
2021-7-16,3-111-211,1695,3.0123,1.04,2.2882,0.653,2.4,1.1
2021-7-16,3-111-212,1735,3.0322,1.0419,2.2628,0.653,2.4,1.1
2021-7-16,3-111-221,1168,1.6735,0.9143,1.1546,0.653,2.4,1.1
2021-7-16,3-111-222,1119,1.639,0.9288,1.1782,0.653,2.4,1.1
2021-7-16,3-112-211,1566,2.7037,0.924,1.8047,0.5006,2.2,0.9
2021-7-16,3-112-212,1546,2.6983,0.9277,1.7938,0.5006,2.2,0.9
2021-7-16,3-112-221,988,1.4692,0.8194,0.9007,0.5006,2.2,0.9
2021-7-16,3-112-222,985,1.4792,0.8081,0.8955,0.5006,2.2,0.9
2021-7-16,3-113-211,1737,3.0581,1.059,2.358,0.7876,2.4,1.2
2021-7-16,3-113-212,1759,3.0859,1.0602,2.3443,0.7876,2.4,1.2
2021-7-16,3-113-221,1170,1.7152,0.9343,1.2591,0.7876,2.4,1.2
2021-7-16,3-113-222,1181,1.7096,0.9381,1.2694,0.7876,2.4,1.2
2021-7-16,3-114-211,1691,2.9408,1.0573,2.1678,0.6733,2.3,1
2021-7-16,3-114-212,1683,2.8859,1.0585,2.1847,0.6733,2.3,1
2021-7-16,3-114-221,1121,1.6596,0.9481,1.1729,0.6733,2.3,1
2021-7-16,3-114-222,1102,1.6507,0.8961,1.0683,0.6733,2.3,1
2021-7-16,3-115-211,1626,2.844,1.0004,2.0612,0.5801,2.2,1
2021-7-16,3-115-212,1642,2.8673,1.0026,2.0751,0.5801,2.2,1
2021-7-16,3-115-221,1050,1.5762,0.8401,1.0416,0.5801,2.2,1
2021-7-16,3-115-222,1087,1.5816,0.8618,1.0432,0.5801,2.2,1
2021-7-16,3-116-211,1739,3.0068,1.0546,2.2998,0.7545,2.3,1
2021-7-16,3-116-212,1728,3.0062,1.0557,2.2994,0.7545,2.3,1
2021-7-16,3-116-221,1109,1.6396,0.9243,1.1926,0.7545,2.3,1
2021-7-16,3-116-222,1120,1.6685,0.9061,1.1958,0.7545,2.3,1
2021-7-16,3-117-111,1585,2.6875,0.937,1.8375,0.4865,2.1,1
2021-7-16,3-117-112,1542,2.6858,0.9151,1.8161,0.4865,2.1,1
2021-7-16,3-117-121,1015,1.4967,0.855,0.9931,0.4865,2.1,1
2021-7-16,3-117-122,992,1.4583,0.8449,0.9739,0.4865,2.1,1
2021-7-16,3-118-111,1638,2.8764,1.0676,2.2021,0.6069,2.3,1
2021-7-16,3-118-112,1684,2.8925,1.0647,2.2069,0.6069,2.3,1
2021-7-16,3-118-121,1078,1.5737,0.9532,1.1577,0.6069,2.3,1
2021-7-16,3-118-122,1131,1.6455,0.9455,1.2278,0.6069,2.3,1
2021-7-16,3-119-111,1663,2.8844,1.05,2.1072,0.4423,2.4,1
2021-7-16,3-119-112,1655,2.9185,1.0293,2.1413,0.4423,2.4,1
2021-7-16,3-119-121,1085,1.645,0.8436,1.0898,0.4423,2.4,1
2021-7-16,3-119-122,1120,1.6082,0.9137,1.1614,0.4423,2.4,1
2021-7-17,3-120-211,1649,2.881,0.9929,2.0817,0.5576,2.1,0.9
2021-7-17,3-120-212,1677,2.9595,0.9839,2.0878,0.5576,2.1,0.9
2021-7-17,3-120-221,1087,1.5987,0.8837,1.0905,0.5576,2.1,0.9
2021-7-17,3-120-222,1099,1.5778,0.8755,1.0606,0.5576,2.1,0.9
2021-7-17,3-121-211,1667,2.9405,0.937,2.055,0.5883,2.1,0.9
2021-7-17,3-121-212,1675,2.9702,0.9818,2.1482,0.5883,2.1,0.9
2021-7-17,3-121-221,1105,1.6432,0.8005,1.0435,0.5883,2.1,0.9
2021-7-17,3-121-222,1067,1.6505,0.8363,1.0503,0.5883,2.1,0.9
2021-7-17,3-122-211,1648,2.8963,0.9781,2.0813,0.5217,2,0.9
2021-7-17,3-122-212,1640,2.886,0.9918,2.0716,0.5217,2,0.9
2021-7-17,3-122-221,1036,1.5351,0.8627,1.0115,0.5217,2,0.9
2021-7-17,3-122-222,1072,1.557,0.861,1.0348,0.5217,2,0.9
2021-7-17,3-123-211,1681,2.9396,1.0083,2.1415,0.6045,2.1,0.9
2021-7-17,3-123-212,1679,2.9101,1.0083,2.1545,0.6045,2.1,0.9
2021-7-17,3-123-221,1121,1.5968,0.8937,1.1808,0.6045,2.1,0.9
2021-7-17,3-123-222,1121,1.6548,0.8652,1.1551,0.6045,2.1,0.9
2021-7-17,3-124-111,1561,2.6827,0.9707,1.8746,0.4097,2,0.8
2021-7-17,3-124-112,1551,2.6819,0.9677,1.8733,0.4097,2,0.8
2021-7-17,3-124-121,999,1.4803,0.8393,0.9503,0.4097,2,0.8
2021-7-17,3-124-122,983,1.4628,0.838,0.9568,0.4097,2,0.8
2021-7-17,3-125-111,1709,2.9909,1.0593,2.2424,0.7019,2.2,0.9
2021-7-17,3-125-112,1685,3.0066,1.0459,2.2447,0.7019,2.2,0.9
2021-7-17,3-125-121,1121,1.68,0.9007,1.1698,0.7019,2.2,0.9
2021-7-17,3-125-122,1154,1.7076,0.9279,1.2203,0.7019,2.2,0.9
2021-7-20,3-126-111,1684,2.9661,1.0254,2.2165,0.4988,2.3,0.9
2021-7-20,3-126-112,1718,2.989,1.0135,2.2344,0.4988,2.3,0.9
2021-7-20,3-126-121,1106,1.6422,0.9255,1.1698,0.4988,2.3,0.9
2021-7-20,3-126-122,1102,1.6373,0.9098,1.1534,0.4988,2.3,0.9
2021-7-22,3-127-211,1656,2.8832,1.0464,2.1442,0.516,2.1,0.9
2021-7-22,3-127-212,1657,2.9152,1.0297,2.1251,0.516,2.1,0.9
2021-7-22,3-127-221,1100,1.6429,0.8174,1.0315,0.516,2.1,0.9
2021-7-22,3-127-222,1070,1.6432,0.8569,1.0856,0.516,2.1,0.9
2021-7-25,3-128-211,1716,2.9856,1.0334,2.2524,0.5731,2.2,1
2021-7-25,3-128-212,1707,2.9806,1.0347,2.2472,0.5731,2.2,1
2021-7-25,3-128-221,1103,1.663,0.8726,1.1681,0.5731,2.2,1
2021-7-25,3-128-222,1097,1.6254,0.8881,1.197,0.5731,2.2,1
2021-8-16,1-025-111,3080,5.5321,1.7214,6.6746,3.6344,4.4,1.7
2021-8-16,1-025-112,3066,5.5094,1.7562,6.5484,3.6344,4.4,1.7
2021-8-16,1-025-121,1796,2.8151,1.3456,2.9257,3.6344,4.4,1.7
2021-8-16,1-025-122,1914,2.9029,1.424,3.1521,3.6344,4.4,1.7
2021-8-16,1-026-111,3051,5.4883,1.7046,6.5333,2.9255,4.3,1.7
2021-8-16,1-026-112,3026,5.3456,1.8089,6.5515,2.9255,4.3,1.7
2021-8-16,1-026-121,1848,2.8655,1.3753,2.963,2.9255,4.3,1.7
2021-8-16,1-026-122,1869,2.7893,1.38,2.9617,2.9255,4.3,1.7
2021-8-16,1-027-111,2998,5.4075,1.6785,6.3942,2.7502,4,1.7
2021-8-16,1-027-112,2989,5.4091,1.687,6.2401,2.7502,4,1.7
2021-8-16,1-027-121,1771,2.8057,1.2945,2.8267,2.7502,4,1.7
2021-8-16,1-027-122,1794,2.7621,1.2877,2.8112,2.7502,4,1.7
2021-8-16,1-028-111,2999,5.3358,1.704,6.281,3.1485,4.1,1.7
2021-8-16,1-028-112,2928,5.2512,1.7109,6.1597,3.1485,4.1,1.7
2021-8-16,1-028-121,1790,2.7943,1.3546,2.8879,3.1485,4.1,1.7
2021-8-16,1-028-122,1815,2.745,1.3472,2.8511,3.1485,4.1,1.7
2021-8-16,1-029-111,3042,5.5143,1.7409,6.5768,3.5963,4.3,1.8
2021-8-16,1-029-112,3050,5.4403,1.7543,6.6022,3.5963,4.3,1.8
2021-8-16,1-029-121,1795,2.7337,1.376,2.885,3.5963,4.3,1.8
2021-8-16,1-029-122,1897,2.9096,1.37,3.0805,3.5963,4.3,1.8
2021-8-16,1-030-211,2935,5.3011,1.691,6.0535,3.2248,4.1,1.7
2021-8-16,1-030-212,2864,5.17,1.6726,5.9649,3.2248,4.1,1.7
2021-8-16,1-030-221,1761,2.7189,1.2932,2.7165,3.2248,4.1,1.7
2021-8-16,1-030-222,1762,2.741,1.2964,2.7282,3.2248,4.1,1.7
2021-8-17,1-031-111,3143,5.6408,1.7684,6.8015,3.2366,4.6,1.8
2021-8-17,1-031-112,3028,5.4749,1.732,6.4793,3.2366,4.6,1.8
2021-8-17,1-031-121,1927,2.9404,1.3898,3.1581,3.2366,4.6,1.8
2021-8-17,1-031-122,1937,2.9563,1.3869,3.1652,3.2366,4.6,1.8
2021-8-17,1-032-111,2875,5.1926,1.652,5.9567,2.9075,4.2,1.7
2021-8-17,1-032-112,2899,5.1441,1.6697,5.8894,2.9075,4.2,1.7
2021-8-17,1-032-121,1809,2.6812,1.292,2.622,2.9075,4.2,1.7
2021-8-17,1-032-122,1681,2.6222,1.2659,2.6063,2.9075,4.2,1.7
2021-8-17,1-033-211,3015,5.4102,1.6649,6.3614,3.4607,4.4,1.7
2021-8-17,1-033-212,3002,5.4276,1.6637,6.3017,3.4607,4.4,1.7
2021-8-17,1-033-221,1883,2.9019,1.3338,2.9207,3.4607,4.4,1.7
2021-8-17,1-033-222,1829,2.8245,1.3272,2.9709,3.4607,4.4,1.7
2021-8-17,1-034-211,2954,5.3214,1.6483,6.0266,3.6985,4.4,1.7
2021-8-17,1-034-212,3017,5.398,1.6892,6.0967,3.6985,4.4,1.7
2021-8-17,1-034-221,1806,2.7431,1.3911,2.9298,3.6985,4.4,1.7
2021-8-17,1-034-222,1836,2.8201,1.3445,2.8768,3.6985,4.4,1.7
2021-8-17,1-035-111,2956,5.3111,1.6391,5.8354,2.8129,4.1,1.7
2021-8-17,1-035-112,2885,5.2403,1.6312,5.9598,2.8129,4.1,1.7
2021-8-17,1-035-121,1773,2.7151,1.3131,2.8126,2.8129,4.1,1.7
2021-8-17,1-035-122,1817,2.7549,1.2885,2.7338,2.8129,4.1,1.7
2021-8-17,1-036-211,2901,5.2468,1.6092,5.7194,3.1248,4.2,1.6
2021-8-17,1-036-212,2860,5.2384,1.6022,5.7577,3.1248,4.2,1.6
2021-8-17,1-036-221,1755,2.693,1.3188,2.7747,3.1248,4.2,1.6
2021-8-17,1-036-222,1756,2.7194,1.3067,2.67,3.1248,4.2,1.6
2021-8-17,1-037-111,2980,5.4626,1.6282,6.1575,2.7001,4.1,1.7
2021-8-17,1-037-112,3035,5.4166,1.7195,6.3298,2.7001,4.1,1.7
2021-8-17,1-037-121,1841,2.7162,1.3611,2.9666,2.7001,4.1,1.7
2021-8-17,1-037-122,1774,2.741,1.2709,2.7416,2.7001,4.1,1.7
2021-8-17,1-038-111,3035,5.4022,1.6959,6.265,3.0385,4.1,1.7
2021-8-17,1-038-112,2987,5.385,1.7021,6.2509,3.0385,4.1,1.7
2021-8-17,1-038-121,1830,2.8402,1.3629,2.9586,3.0385,4.1,1.7
2021-8-17,1-038-122,1795,2.801,1.3455,2.981,3.0385,4.1,1.7
2021-8-17,1-039-211,2927,5.3126,1.6722,6.1158,3.3023,4.3,1.7
2021-8-17,1-039-212,2956,5.3283,1.669,6.1279,3.3023,4.3,1.7
2021-8-17,1-039-221,1780,2.8068,1.3157,2.8323,3.3023,4.3,1.7
2021-8-17,1-039-222,1820,2.7222,1.3486,2.9127,3.3023,4.3,1.7
2021-8-17,1-040-211,3014,5.4188,1.7372,6.4883,3.3963,4.2,1.7
2021-8-17,1-040-212,2974,5.3966,1.751,6.3976,3.3963,4.2,1.7
2021-8-17,1-040-221,1811,2.8164,1.3552,2.9457,3.3963,4.2,1.7
2021-8-17,1-040-222,1850,2.8585,1.3382,2.8951,3.3963,4.2,1.7
2021-8-17,1-041-111,2966,5.3183,1.77,6.5992,2.861,4.5,1.7
2021-8-17,1-041-112,3027,5.3829,1.7889,6.4232,2.861,4.5,1.7
2021-8-17,1-041-121,1727,2.6033,1.3695,2.8444,2.861,4.5,1.7
2021-8-17,1-041-122,1782,2.7015,1.3423,2.8537,2.861,4.5,1.7
2021-8-17,1-042-111,2827,5.1182,1.5552,5.6373,2.8576,4.2,1.7
2021-8-17,1-042-112,2814,5.1303,1.6015,5.6182,2.8576,4.2,1.7
2021-8-17,1-042-121,1734,2.6981,1.2919,2.6647,2.8576,4.2,1.7
2021-8-17,1-042-122,1739,2.647,1.2958,2.6887,2.8576,4.2,1.7
2021-8-17,1-043-211,2978,5.3361,1.6984,6.2713,3.7119,4.3,1.6
2021-8-17,1-043-212,2961,5.2678,1.7193,6.2514,3.7119,4.3,1.6
2021-8-17,1-043-221,1785,2.758,1.3795,2.9424,3.7119,4.3,1.6
2021-8-17,1-043-222,1760,2.7344,1.3199,2.7892,3.7119,4.3,1.6
2021-8-17,1-044-211,2872,5.26,1.6001,5.7902,3.3983,4.2,1.7
2021-8-17,1-044-212,2880,5.2426,1.5668,5.8578,3.3983,4.2,1.7
2021-8-17,1-044-221,1745,2.6551,1.2873,2.7044,3.3983,4.2,1.7
2021-8-17,1-044-222,1817,2.7839,1.2205,2.642,3.3983,4.2,1.7
2021-8-17,1-045-211,2951,5.3162,1.6706,6.0616,2.851,4.2,1.7
2021-8-17,1-045-212,2914,5.23,1.6432,5.9641,2.851,4.2,1.7
2021-8-17,1-045-221,1716,2.6615,1.3205,2.787,2.851,4.2,1.7
2021-8-17,1-045-222,1789,2.7269,1.3446,2.8336,2.851,4.2,1.7
2021-8-18,1-046-111,2909,5.2675,1.6042,5.8203,3.1896,4.6,1.8
2021-8-18,1-046-112,2885,5.2765,1.6432,5.878,3.1896,4.6,1.8
2021-8-18,1-046-121,1759,2.7088,1.3139,2.7011,3.1896,4.6,1.8
2021-8-18,1-046-122,1799,2.7036,1.3245,2.7294,3.1896,4.6,1.8
2021-8-18,1-047-211,3089,5.5822,1.7281,6.6723,3.8186,4.4,1.7
2021-8-18,1-047-212,3001,5.4707,1.7489,6.5526,3.8186,4.4,1.7
2021-8-18,1-047-221,1859,2.9028,1.3726,3.0448,3.8186,4.4,1.7
2021-8-18,1-047-222,1864,2.9013,1.3658,3.0478,3.8186,4.4,1.7
2021-8-18,1-048-211,3019,5.4695,1.6481,6.1059,3.5363,4.3,1.7
2021-8-18,1-048-212,2967,5.4179,1.6649,6.0132,3.5363,4.3,1.7
2021-8-18,1-048-221,1786,2.7855,1.2695,2.7243,3.5363,4.3,1.7
2021-8-18,1-048-222,1814,2.7504,1.2673,2.7452,3.5363,4.3,1.7
2021-8-18,1-049-111,2921,5.3191,1.6362,6.1525,3.5937,4.3,1.7
2021-8-18,1-049-112,2913,5.282,1.6493,6.0222,3.5937,4.3,1.7
2021-8-18,1-049-121,1740,2.7329,1.2881,2.5911,3.5937,4.3,1.7
2021-8-18,1-049-122,1798,2.7543,1.2989,2.6831,3.5937,4.3,1.7
2021-8-18,1-050-211,2891,5.2012,1.6323,5.8429,3.3415,4.4,1.6
2021-8-18,1-050-212,3026,5.1858,1.644,5.9346,3.3415,4.4,1.6
2021-8-18,1-050-221,1786,2.8234,1.3135,2.8676,3.3415,4.4,1.6
2021-8-18,1-050-222,1787,2.7667,1.2796,2.8157,3.3415,4.4,1.6
2021-8-18,1-051-211,3149,5.4697,1.811,6.7502,3.926,4.6,1.8
2021-8-18,1-051-212,3069,5.4327,1.7831,6.7468,3.926,4.6,1.8
2021-8-18,1-051-221,1880,2.8178,1.3943,3.1371,3.926,4.6,1.8
2021-8-18,1-051-222,1865,2.8284,1.3868,3.047,3.926,4.6,1.8
2021-8-18,1-052-111,2849,5.1155,1.5669,5.4663,2.3554,4,1.6
2021-8-18,1-052-112,2979,5.2253,1.5964,5.6237,2.3554,4,1.6
2021-8-18,1-052-121,1692,2.5916,1.2919,2.6241,2.3554,4,1.6
2021-8-18,1-052-122,1714,2.6112,1.2761,2.5741,2.3554,4,1.6
2021-8-18,1-053-111,2846,5.1805,1.6282,5.8412,2.7963,4,1.7
2021-8-18,1-053-112,2858,5.2167,1.643,5.9194,2.7963,4,1.7
2021-8-18,1-053-121,1779,2.752,1.3291,2.8221,2.7963,4,1.7
2021-8-18,1-053-122,1770,2.7641,1.3096,2.739,2.7963,4,1.7
2021-8-19,1-054-211,3073,5.5744,1.7241,6.4656,2.9965,4.3,1.7
2021-8-19,1-054-212,2970,5.3788,1.6937,6.1929,2.9965,4.3,1.7
2021-8-19,1-054-221,1812,2.7779,1.3209,2.8678,2.9965,4.3,1.7
2021-8-19,1-054-222,1878,2.8909,1.3397,3.0065,2.9965,4.3,1.7
2021-8-19,1-055-111,3199,5.6697,1.7621,6.8005,3.5985,4.5,1.8
2021-8-19,1-055-112,3137,5.6533,1.7971,6.7924,3.5985,4.5,1.8
2021-8-19,1-055-121,1902,2.8358,1.3544,2.9992,3.5985,4.5,1.8
2021-8-19,1-055-122,2009,3.0458,1.3874,3.1876,3.5985,4.5,1.8
2021-8-19,1-056-211,3105,5.6234,1.7193,6.6246,4.2181,4.4,1.7
2021-8-19,1-056-212,3036,5.4861,1.7471,6.5485,4.2181,4.4,1.7
2021-8-19,1-056-221,1853,2.7887,1.3391,2.9782,4.2181,4.4,1.7
2021-8-19,1-056-222,1853,2.8304,1.3448,2.9439,4.2181,4.4,1.7
2021-8-19,1-057-111,3124,5.6032,1.7126,6.5919,4.0313,4.5,1.9
2021-8-19,1-057-112,3155,5.6336,1.8003,6.8154,4.0313,4.5,1.9
2021-8-19,1-057-121,1894,2.9587,1.3951,3.1245,4.0313,4.5,1.9
