Time,Code,N,WL,WW,WA,BM,BL,ED
2021-8-19,1-057-122,1838,2.8426,1.3854,3.0552,4.0313,4.5,1.9
2021-8-19,1-058-211,3033,5.3745,1.7959,6.5554,4.2855,4.5,1.7
2021-8-19,1-058-212,3005,5.3074,1.7961,6.5471,4.2855,4.5,1.7
2021-8-19,1-058-221,1892,2.8133,1.4026,3.1119,4.2855,4.5,1.7
2021-8-19,1-058-222,1921,2.9679,1.3759,3.0613,4.2855,4.5,1.7
2021-8-19,1-059-111,2926,5.2705,1.6976,6.044,2.7694,4.3,1.7
2021-8-19,1-059-112,2912,5.2653,1.6649,5.986,2.7694,4.3,1.7
2021-8-19,1-059-121,1776,2.7116,1.3349,2.8049,2.7694,4.3,1.7
2021-8-19,1-059-122,1759,2.6788,1.3548,2.795,2.7694,4.3,1.7
2021-8-19,1-060-211,2874,5.1532,1.6261,5.6622,2.6636,4.2,1.7
2021-8-19,1-060-212,2862,5.1662,1.6288,5.7061,2.6636,4.2,1.7
2021-8-19,1-060-221,1750,2.6367,1.3058,2.7919,2.6636,4.2,1.7
2021-8-19,1-060-222,1767,2.7207,1.2983,2.7637,2.6636,4.2,1.7
2021-8-19,1-061-211,2952,5.3344,1.6554,6.1373,2.9738,4.3,1.7
2021-8-19,1-061-212,2975,5.3785,1.6729,6.2285,2.9738,4.3,1.7
2021-8-19,1-061-221,1825,2.8526,1.3244,2.9533,2.9738,4.3,1.7
2021-8-19,1-061-222,1829,2.8703,1.3371,2.8955,2.9738,4.3,1.7
2021-8-19,1-062-111,3117,5.6329,1.7917,6.9338,3.2608,4.6,1.9
2021-8-19,1-062-112,3123,5.543,1.784,6.7766,3.2608,4.6,1.9
2021-8-19,1-062-121,1858,2.8308,1.3647,3.0777,3.2608,4.6,1.9
2021-8-19,1-062-122,1887,2.9211,1.4011,3.1499,3.2608,4.6,1.9
2021-8-21,1-063-211,3016,5.4539,1.7108,6.3556,3.4616,4.5,1.7
2021-8-21,1-063-212,3082,5.4981,1.7493,6.4424,3.4616,4.5,1.7
2021-8-21,1-063-221,1923,2.9491,1.3825,3.1226,3.4616,4.5,1.7
2021-8-21,1-063-222,1867,2.8982,1.3988,3.1078,3.4616,4.5,1.7
2021-8-21,1-064-211,2861,5.1409,1.6433,5.7607,2.8696,4.2,1.7
2021-8-21,1-064-212,2857,5.1205,1.6109,5.5656,2.8696,4.2,1.7
2021-8-21,1-064-221,1707,2.6569,1.2851,2.6412,2.8696,4.2,1.7
2021-8-21,1-064-222,1724,2.6968,1.2804,2.6686,2.8696,4.2,1.7
2021-8-21,1-065-211,3100,5.5598,1.7531,6.7279,3.3793,4.3,1.6
2021-8-21,1-065-212,3151,5.5089,1.8552,6.694,3.3793,4.3,1.6
2021-8-21,1-065-221,1881,2.8701,1.3928,3.1024,3.3793,4.3,1.6
2021-8-21,1-065-222,1876,2.9105,1.3763,3.1068,3.3793,4.3,1.6
2021-8-21,1-066-211,3123,5.608,1.7085,6.5346,3.7862,4.6,1.7
2021-8-21,1-066-212,3046,5.5744,1.7129,6.3379,3.7862,4.6,1.7
2021-8-21,1-066-221,1881,2.8937,1.3516,3.0535,3.7862,4.6,1.7
2021-8-21,1-066-222,1929,2.9847,1.3461,3.0916,3.7862,4.6,1.7
2021-8-21,1-067-211,2831,5.1372,1.6302,5.6987,3.0278,4.3,1.7
2021-8-21,1-067-212,2824,5.0942,1.6346,5.732,3.0278,4.3,1.7
2021-8-21,1-067-221,1765,2.756,1.3356,2.8272,3.0278,4.3,1.7
2021-8-21,1-067-222,1794,2.8165,1.3147,2.8192,3.0278,4.3,1.7
2021-8-21,1-068-211,2761,4.9711,1.588,5.459,2.6426,4.1,1.6
2021-8-21,1-068-212,2791,5.0019,1.5884,5.5108,2.6426,4.1,1.6
2021-8-21,1-068-221,1628,2.5894,1.2011,2.4407,2.6426,4.1,1.6
2021-8-21,1-068-222,1660,2.5934,1.216,2.4578,2.6426,4.1,1.6
2021-8-21,1-069-211,2878,5.1651,1.6679,5.8691,3.2197,4.1,1.7
2021-8-21,1-069-212,2826,5.0201,1.6651,5.8544,3.2197,4.1,1.7
2021-8-21,1-069-221,1728,2.6215,1.3426,2.744,3.2197,4.1,1.7
2021-8-21,1-069-222,1798,2.7725,1.31,2.7431,3.2197,4.1,1.7
2021-8-21,1-070-111,2856,5.2409,1.589,5.7108,2.8677,4.1,1.7
2021-8-21,1-070-112,2885,5.309,1.5581,5.7267,2.8677,4.1,1.7
2021-8-21,1-070-121,1801,2.7835,1.3324,2.909,2.8677,4.1,1.7
2021-8-21,1-070-122,1773,2.7587,1.2926,2.752,2.8677,4.1,1.7
2021-8-23,1-071-111,2972,5.3615,1.6117,5.9851,3.2711,4.3,1.8
2021-8-23,1-071-112,2954,5.366,1.6152,5.9096,3.2711,4.3,1.8
2021-8-23,1-071-121,1834,2.8135,1.3196,2.7798,3.2711,4.3,1.8
2021-8-23,1-071-122,1781,2.7899,1.3183,2.7918,3.2711,4.3,1.8
2021-8-23,1-072-111,2900,5.3094,1.6528,6.0097,2.7816,4.2,1.7
2021-8-23,1-072-112,2980,5.1971,1.6889,5.9864,2.7816,4.2,1.7
2021-8-23,1-072-121,1724,2.6732,1.3071,2.5679,2.7816,4.2,1.7
2021-8-23,1-072-122,1777,2.6348,1.3132,2.714,2.7816,4.2,1.7
2021-8-23,1-073-111,3010,5.3841,1.6692,6.2562,3.642,4.4,1.7
2021-8-23,1-073-112,3017,5.5078,1.6821,6.178,3.642,4.4,1.7
2021-8-23,1-073-121,1801,2.7587,1.3736,2.897,3.642,4.4,1.7
2021-8-23,1-073-122,1800,2.72,1.3581,2.8877,3.642,4.4,1.7
2021-8-23,1-074-211,3053,5.5431,1.7531,6.6024,4.1648,4.6,1.8
2021-8-23,1-074-212,3054,5.4862,1.7922,6.6815,4.1648,4.6,1.8
2021-8-23,1-074-221,1907,2.9249,1.3838,3.1265,4.1648,4.6,1.8
2021-8-23,1-074-222,1876,2.9122,1.3796,3.0906,4.1648,4.6,1.8
2021-8-23,1-075-211,2961,5.3274,1.6728,6.0238,3.5051,4.3,1.7
2021-8-23,1-075-212,2911,5.2808,1.6601,6.0082,3.5051,4.3,1.7
2021-8-23,1-075-221,1771,2.7521,1.3028,2.8495,3.5051,4.3,1.7
2021-8-23,1-075-222,1767,2.7114,1.2965,2.7633,3.5051,4.3,1.7
2021-8-23,1-076-111,3030,5.4085,1.7578,6.4491,2.8802,4.5,1.7
2021-8-23,1-076-112,2972,5.3103,1.7617,6.4841,2.8802,4.5,1.7
2021-8-23,1-076-121,1862,2.8288,1.4169,3.1878,2.8802,4.5,1.7
2021-8-23,1-076-122,1869,2.8086,1.4107,3.1264,2.8802,4.5,1.7
2021-8-23,1-077-111,2943,5.3891,1.644,6.1213,2.4069,4.2,1.6
2021-8-23,1-077-112,2967,5.42,1.6684,6.2686,2.4069,4.2,1.6
2021-8-23,1-077-121,1794,2.7726,1.3501,2.8719,2.4069,4.2,1.6
2021-8-23,1-077-122,1775,2.7405,1.3407,2.8271,2.4069,4.2,1.6
2021-8-25,1-078-111,2945,5.3564,1.5498,5.8698,2.3913,4.4,1.7
2021-8-25,1-078-112,2991,5.3437,1.6508,6.057,2.3913,4.4,1.7
2021-8-25,1-078-121,1818,2.8082,1.2897,2.877,2.3913,4.4,1.7
2021-8-25,1-078-122,1860,2.8362,1.2466,2.7924,2.3913,4.4,1.7
2021-8-25,1-079-111,2962,5.3354,1.6898,6.176,3.7606,4.2,1.7
2021-8-25,1-079-112,2975,5.3742,1.7257,6.1945,3.7606,4.2,1.7
2021-8-25,1-079-121,1786,2.7102,1.3255,2.7797,3.7606,4.2,1.7
2021-8-25,1-079-122,1760,2.6651,1.2967,2.7618,3.7606,4.2,1.7
2021-8-25,1-080-111,3080,5.5005,1.6769,6.563,3.3961,4.3,1.7
2021-8-25,1-080-112,2972,5.4458,1.5881,6.3801,3.3961,4.3,1.7
2021-8-25,1-080-121,1872,2.8157,1.3804,2.9718,3.3961,4.3,1.7
2021-8-25,1-080-122,1864,2.8161,1.404,3.0603,3.3961,4.3,1.7
2021-8-25,1-081-111,3123,5.6144,1.8046,6.8678,3.294,4.3,1.7
2021-8-25,1-081-112,3107,5.5852,1.8055,6.9632,3.294,4.3,1.7
2021-8-25,1-081-121,1889,2.8252,1.3657,3.0024,3.294,4.3,1.7
2021-8-25,1-081-122,1867,2.8452,1.3697,3.0801,3.294,4.3,1.7
2021-8-27,1-082-111,2963,5.3448,1.6699,6.1324,2.5984,4.2,1.7
2021-8-27,1-082-112,3045,5.4235,1.6766,6.1452,2.5984,4.2,1.7
2021-8-27,1-082-121,1789,2.7742,1.3289,2.8815,2.5984,4.2,1.7
2021-8-27,1-082-122,1773,2.7935,1.3564,2.9403,2.5984,4.2,1.7

